0,10,3,5,2
1,11,6,2,1
2,7,7,1,5
3,7,3,2,8
4,9,8,3,0
5,4,10,4,2
6,10,2,3,5
7,2,8,7,3
8,9,5,4,2
9,7,7,5,1
10,10,3,4,3
11,12,3,5,0
12,9,6,3,2
13,7,6,4,3
14,12,4,2,2
15,8,8,4,0
16,15,3,1,1
17,7,6,2,5
18,8,6,3,3
19,12,5,1,2
20,11,4,2,3
21,14,3,2,1
22,10,6,2,2
23,8,8,4,0
24,12,7,1,0
25,8,6,2,4
26,9,3,2,6
27,11,2,5,2
28,3,9,4,4
29,2,3,11,4
30,3,6,10,1
31,4,4,6,6
32,15,3,2,0
33,6,8,3,3
34,2,6,4,8
35,8,5,3,4
36,10,7,3,0
37,8,3,6,3
38,13,4,1,2
39,3,6,6,5
40,12,4,3,1
41,9,7,3,1
42,7,5,4,4
43,6,5,6,3
44,12,5,3,0
45,11,5,3,1
46,10,7,2,1
47,10,3,4,3
48,8,7,3,2
49,7,7,3,3
50,10,6,3,1
51,8,9,2,1
52,4,4,3,9
53,10,2,5,3
54,11,4,2,3
55,3,6,2,9
56,1,10,5,4
57,17,1,1,1
58,4,6,5,5
59,10,2,4,4
60,10,4,2,4
61,3,7,4,6
62,7,6,7,0
63,6,3,6,5
64,8,8,3,1
65,6,6,3,5
66,12,1,4,3
67,8,4,4,4
68,4,9,4,3
69,6,8,3,3
70,11,4,3,2
71,8,2,6,4
72,8,3,7,2
73,10,5,3,2
74,5,5,6,4
75,8,7,1,4
76,10,4,1,5
77,4,4,6,6
78,13,4,1,2
79,9,5,6,0
80,9,5,1,5
81,4,9,2,5
82,12,4,2,2
83,10,2,4,4
84,9,3,4,4
85,9,4,1,6
86,1,5,9,5
87,11,4,2,3
88,11,5,3,1
89,10,4,3,3
90,8,5,4,3
91,5,8,3,4
92,7,5,2,6
93,2,5,8,5
94,10,5,2,3
95,13,4,1,2
96,8,3,2,7
97,5,5,6,4
98,7,5,2,6
99,4,7,5,4
100,11,4,2,3
101,6,3,2,9
102,3,8,5,4
103,8,1,8,3
104,10,5,3,2
105,13,3,3,1
106,9,5,5,1
107,11,4,1,4
108,9,2,3,6
109,10,4,3,3
110,6,6,5,3
111,6,3,4,7
112,12,1,5,2
113,4,8,3,5
114,8,5,1,6
115,4,6,2,8
116,10,6,3,1
117,2,8,2,8
118,10,7,1,2
119,6,8,6,0
120,12,4,0,4
121,14,4,1,1
122,12,6,1,1
123,4,8,5,3
124,7,7,5,1
125,9,5,3,3
126,10,5,1,4
127,5,4,4,7
128,6,3,5,6
129,11,3,1,5
130,7,6,0,7
131,12,3,3,2
132,13,6,1,0
133,6,6,3,5
134,5,9,4,2
135,9,4,5,2
136,5,7,4,4
137,6,7,2,5
138,7,6,3,4
139,6,6,7,1
140,9,3,4,4
141,12,4,2,2
142,7,4,6,3
143,12,4,1,3
144,9,3,4,4
145,15,3,1,1
146,7,7,2,4
147,9,5,2,4
148,4,2,6,8
149,3,8,5,4
150,7,4,2,7
151,1,11,3,5
152,8,2,4,6
153,6,8,3,3
154,2,5,5,8
155,6,4,4,6
156,7,4,6,3
157,7,6,2,5
158,8,3,2,7
159,3,7,6,4
160,10,5,3,2
161,6,4,8,2
162,6,4,3,7
163,11,2,6,1
164,10,5,3,2
165,6,5,6,3
166,11,6,3,0
167,6,6,3,5
168,5,4,3,8
169,6,6,7,1
170,8,6,4,2
171,7,5,4,4
172,7,6,3,4
173,1,5,5,9
174,6,9,4,1
175,11,4,3,2
176,8,6,3,3
177,2,5,7,6
178,7,9,2,2
179,10,3,2,5
180,9,7,2,2
181,11,5,3,1
182,10,8,2,0
183,5,7,5,3
184,10,4,2,4
185,7,3,6,4
186,11,5,3,1
187,7,8,3,2
188,12,4,4,0
189,8,3,3,6
190,10,8,2,0
191,13,3,4,0
192,6,8,2,4
193,8,9,2,1
194,10,7,2,1
195,7,9,3,1
196,4,6,4,6
197,8,4,5,3
198,12,4,2,2
199,8,2,5,5
200,5,7,3,5
201,6,6,3,5
202,12,5,2,1
203,6,6,7,1
204,6,5,6,3
205,11,4,4,1
206,9,5,4,2
207,13,2,2,3
208,11,4,4,1
209,4,5,6,5
210,7,5,5,3
211,3,5,8,4
212,8,6,3,3
213,9,5,3,3
214,7,3,5,5
215,10,6,1,3
216,8,5,5,2
217,14,2,1,3
218,14,3,1,2
219,10,5,3,2
220,7,4,6,3
221,11,4,4,1
222,11,6,2,1
223,5,9,3,3
224,8,7,5,0
225,13,5,2,0
226,2,6,4,8
227,6,6,5,3
228,7,6,7,0
229,11,1,4,4
230,10,4,1,5
231,5,11,3,1
232,9,4,2,5
233,11,7,1,1
234,13,4,3,0
235,8,4,3,5
236,6,5,4,5
237,8,3,5,4
238,5,8,3,4
239,3,8,4,5
240,8,8,2,2
241,9,1,5,5
242,6,3,6,5
243,10,4,3,3
244,7,3,7,3
245,14,2,1,3
246,9,2,4,5
247,11,5,4,0
248,4,4,6,6
249,11,6,2,1
