0,12,6,1,1
1,8,7,3,2
2,10,5,5,0
3,4,9,4,3
4,10,7,2,1
5,4,7,4,5
6,11,6,3,0
7,6,7,4,3
8,5,8,5,2
9,12,5,2,1
10,6,9,1,4
11,7,6,5,2
12,12,3,2,3
13,13,3,3,1
14,10,4,5,1
15,5,7,6,2
16,7,6,2,5
17,8,7,4,1
18,6,7,5,2
19,8,7,2,3
20,7,6,7,0
21,3,6,7,4
22,6,8,4,2
23,5,5,6,4
24,6,5,5,4
25,6,7,6,1
26,9,2,3,6
27,9,4,4,3
28,7,5,4,4
29,9,4,2,5
30,6,7,5,2
31,7,4,5,4
32,4,6,5,5
33,2,2,10,6
34,2,5,3,10
35,5,2,7,6
36,4,7,6,3
37,8,4,6,2
38,7,4,5,4
39,14,2,1,3
40,9,3,1,7
41,7,5,3,5
42,3,4,2,11
43,3,4,9,4
44,9,3,4,4
45,6,6,8,0
46,8,3,3,6
47,5,5,7,3
48,11,7,0,2
49,6,5,4,5
50,10,3,6,1
51,7,3,4,6
52,9,3,4,4
53,6,7,3,4
54,5,8,7,0
55,2,5,8,5
56,5,7,4,4
57,2,2,7,9
58,9,3,4,4
59,4,1,11,4
60,2,9,6,3
61,6,1,10,3
62,7,5,4,4
63,4,3,5,8
64,5,3,7,5
65,2,5,5,8
66,7,5,4,4
67,9,4,4,3
68,6,4,4,6
69,2,4,8,6
70,6,4,8,2
71,2,6,3,9
72,2,6,5,7
73,3,4,9,4
74,2,4,8,6
75,1,5,3,11
76,4,6,4,6
77,6,10,3,1
78,4,2,6,8
79,2,6,5,7
80,3,5,3,9
81,5,6,6,3
82,12,4,0,4
83,6,3,3,8
84,4,2,11,3
85,2,7,4,7
86,6,6,0,8
87,4,0,5,11
88,8,7,2,3
89,2,7,4,7
90,4,1,12,3
91,7,5,4,4
92,4,7,4,5
93,3,7,6,4
94,1,4,6,9
95,7,6,7,0
96,7,9,3,1
97,5,5,4,6
98,3,8,4,5
99,2,6,5,7
100,7,3,4,6
101,8,8,4,0
102,2,7,6,5
103,2,8,2,8
104,2,7,6,5
105,4,4,5,7
106,1,9,5,5
107,3,6,6,5
108,5,4,6,5
109,0,4,10,6
110,4,7,6,3
111,5,7,6,2
112,5,5,6,4
113,6,2,9,3
114,8,6,5,1
115,7,5,7,1
116,6,2,8,4
117,2,4,8,6
118,7,5,4,4
119,1,8,5,6
120,6,8,2,4
121,3,5,8,4
122,1,7,9,3
123,5,3,5,7
124,7,11,1,1
125,9,4,1,6
126,8,4,4,4
127,7,4,2,7
128,2,6,9,3
129,7,5,3,5
130,5,2,4,9
131,3,3,8,6
132,2,2,9,7
133,2,1,8,9
134,1,4,5,10
135,7,5,5,3
136,2,2,6,10
137,3,9,4,4
138,1,4,11,4
139,0,8,7,5
140,2,3,4,11
141,2,6,7,5
142,1,6,4,9
143,5,10,2,3
144,6,6,4,4
145,7,3,3,7
146,4,3,8,5
147,9,5,3,3
148,5,8,5,2
149,5,3,7,5
150,1,3,6,10
151,7,2,5,6
152,3,7,6,4
153,1,9,4,6
154,5,5,5,5
155,6,4,5,5
156,2,6,6,6
157,6,8,2,4
158,8,5,3,4
159,0,8,6,6
160,3,5,5,7
161,5,6,6,3
162,3,4,2,11
163,5,9,3,3
164,3,9,3,5
165,3,7,5,5
166,9,2,3,6
167,2,6,7,5
168,1,3,6,10
169,3,6,8,3
170,8,3,5,4
171,1,5,8,6
172,2,3,10,5
173,4,6,4,6
174,4,3,6,7
175,2,6,7,5
176,5,3,4,8
177,4,4,6,6
178,2,3,8,7
179,3,5,7,5
180,1,6,9,4
181,2,7,3,8
182,1,1,5,13
183,10,4,4,2
184,9,6,3,2
185,9,5,4,2
186,3,5,8,4
187,2,7,7,4
188,2,5,8,5
189,8,2,3,7
190,3,6,5,6
191,3,6,5,6
192,3,5,8,4
193,6,8,3,3
194,4,8,6,2
195,4,3,10,3
196,3,6,5,6
197,5,3,6,6
198,6,5,2,7
199,8,5,6,1
200,3,5,5,7
201,6,5,5,4
202,7,9,3,1
203,2,5,5,8
204,2,7,4,7
205,3,4,9,4
206,5,5,6,4
207,4,6,4,6
208,6,6,6,2
209,4,6,7,3
210,0,6,6,8
211,10,4,6,0
212,1,5,7,7
213,4,4,4,8
214,6,6,3,5
215,5,5,4,6
216,6,6,4,4
217,12,3,5,0
218,4,10,2,4
219,3,6,6,5
220,0,1,6,13
221,2,1,6,11
222,7,3,6,4
223,1,5,4,10
224,6,7,2,5
225,1,5,11,3
226,4,5,7,4
227,7,6,5,2
228,4,5,7,4
229,5,4,5,6
230,3,7,6,4
231,8,5,3,4
232,7,8,3,2
233,11,3,3,3
234,2,8,6,4
235,17,3,0,0
236,14,6,0,0
237,10,7,2,1
238,18,2,0,0
239,11,6,3,0
240,9,8,1,2
241,15,3,1,1
242,16,2,2,0
243,7,10,2,1
244,14,5,0,1
245,18,1,1,0
246,12,7,1,0
247,16,2,1,1
248,16,4,0,0
249,10,8,2,0
