0,10,6,4,0
1,12,5,2,1
2,2,6,5,7
3,7,6,3,4
4,4,5,4,7
5,11,6,2,1
6,10,3,5,2
7,12,5,2,1
8,7,2,7,4
9,5,4,9,2
10,3,5,9,3
11,11,2,5,2
12,8,7,3,2
13,15,4,1,0
14,8,4,6,2
15,18,2,0,0
16,8,1,6,5
17,9,5,4,2
18,5,8,6,1
19,9,3,5,3
20,5,9,1,5
21,6,9,3,2
22,11,5,4,0
23,10,6,3,1
24,11,3,5,1
25,7,6,6,1
26,8,6,6,0
27,6,3,4,7
28,9,4,5,2
29,9,4,2,5
30,3,10,5,2
31,4,7,4,5
32,5,8,5,2
33,10,8,2,0
34,10,3,4,3
35,4,5,6,5
36,6,8,5,1
37,3,5,7,5
38,8,5,5,2
39,4,4,6,6
40,8,5,6,1
41,7,9,3,1
42,5,4,8,3
43,4,4,5,7
44,2,7,6,5
45,3,8,6,3
46,7,6,2,5
47,9,5,5,1
48,8,3,7,2
49,2,4,7,7
50,6,3,1,10
51,8,3,6,3
52,3,6,6,5
53,2,4,5,9
54,2,4,10,4
55,5,6,6,3
56,3,4,6,7
57,3,10,4,3
58,8,5,2,5
59,5,5,6,4
60,7,6,2,5
61,4,5,5,6
62,4,4,4,8
63,5,4,9,2
64,0,3,7,10
65,5,4,4,7
66,6,8,2,4
67,2,5,4,9
68,3,3,11,3
69,4,4,4,8
70,3,9,5,3
71,7,5,6,2
72,6,7,3,4
73,5,3,8,4
74,2,6,7,5
75,4,5,10,1
76,2,7,3,8
77,10,5,2,3
78,3,7,8,2
79,9,4,5,2
80,1,7,3,9
81,11,5,1,3
82,8,7,2,3
83,4,6,2,8
84,5,5,5,5
85,6,3,5,6
86,5,3,8,4
87,8,1,9,2
88,7,7,2,4
89,3,8,4,5
90,3,3,9,5
91,4,3,6,7
92,6,2,4,8
93,7,3,7,3
94,3,7,6,4
95,5,3,2,10
96,7,7,3,3
97,3,4,8,5
98,3,3,10,4
99,7,7,4,2
100,2,4,5,9
101,2,6,4,8
102,4,8,5,3
103,2,4,4,10
104,3,5,6,6
105,4,7,3,6
106,5,7,6,2
107,2,2,11,5
108,2,6,5,7
109,4,4,7,5
110,3,6,4,7
111,6,5,3,6
112,11,5,3,1
113,14,4,2,0
114,13,7,0,0
115,14,4,1,1
116,15,4,0,1
117,15,2,2,1
118,15,3,2,0
119,10,7,0,3
120,13,6,0,1
121,15,1,2,2
122,11,5,4,0
123,17,3,0,0
124,7,9,1,3
125,12,7,1,0
126,12,8,0,0
127,15,5,0,0
128,10,4,3,3
129,10,6,2,2
130,4,6,6,4
131,16,4,0,0
132,10,9,0,1
133,14,5,1,0
134,12,6,2,0
135,14,4,1,1
136,12,8,0,0
137,11,7,1,1
138,11,8,0,1
139,17,2,0,1
140,15,5,0,0
141,15,4,0,1
142,8,9,3,0
143,16,3,1,0
144,9,8,2,1
145,8,8,2,2
146,11,6,2,1
147,14,6,0,0
148,13,5,2,0
149,17,3,0,0
150,12,7,0,1
151,16,4,0,0
152,14,3,1,2
153,13,4,1,2
154,12,5,2,1
155,10,6,2,2
156,15,3,1,1
157,8,9,3,0
158,14,3,2,1
159,15,3,1,1
160,13,6,1,0
161,15,4,1,0
162,13,5,2,0
163,17,1,1,1
164,14,5,0,1
165,15,4,1,0
166,14,5,1,0
167,8,11,1,0
168,14,6,0,0
169,15,4,0,1
170,13,7,0,0
171,12,5,2,1
172,11,8,1,0
173,11,7,1,1
174,11,5,3,1
175,17,3,0,0
176,12,5,3,0
177,10,6,4,0
178,16,4,0,0
179,10,7,2,1
180,12,6,1,1
181,13,4,1,2
182,14,5,0,1
183,11,5,4,0
184,14,5,1,0
185,14,6,0,0
186,12,8,0,0
187,16,3,0,1
188,14,6,0,0
189,16,3,0,1
190,16,4,0,0
191,10,7,1,2
192,14,4,1,1
193,10,7,1,2
194,10,7,1,2
195,14,3,2,1
196,12,5,2,1
197,15,4,1,0
198,14,5,1,0
199,10,8,2,0
200,13,6,1,0
201,12,5,2,1
202,11,9,0,0
203,17,2,1,0
204,16,3,1,0
205,10,7,3,0
206,12,6,1,1
207,12,5,3,0
208,14,5,0,1
209,11,7,1,1
210,14,4,2,0
211,10,8,2,0
212,16,4,0,0
213,15,4,1,0
214,11,7,0,2
215,15,3,2,0
216,16,2,2,0
217,11,6,3,0
218,9,8,1,2
219,16,2,1,1
220,9,6,4,1
221,17,2,1,0
222,12,5,2,1
223,9,9,1,1
224,13,5,2,0
225,10,8,0,2
226,9,11,0,0
227,11,7,2,0
228,12,5,2,1
229,17,2,0,1
230,15,5,0,0
231,14,6,0,0
232,14,4,1,1
233,15,4,1,0
234,12,6,1,1
235,11,4,4,1
236,10,8,1,1
237,13,6,0,1
238,14,4,2,0
239,13,3,2,2
240,9,6,4,1
241,14,5,1,0
242,14,4,2,0
243,12,5,1,2
244,15,4,1,0
245,13,6,0,1
246,7,11,1,1
247,9,8,2,1
248,15,3,1,1
249,7,7,5,1
