0,13,2,5,0
1,5,9,2,4
2,9,6,4,1
3,8,4,6,2
4,8,7,5,0
5,10,9,1,0
6,9,6,5,0
7,9,5,4,2
8,15,2,2,1
9,11,7,1,1
10,7,10,2,1
11,14,2,1,3
12,8,9,1,2
13,10,6,2,2
14,7,6,4,3
15,9,4,4,3
16,16,3,1,0
17,12,6,0,2
18,8,6,3,3
19,10,9,1,0
20,7,6,4,3
21,6,6,6,2
22,9,4,3,4
23,7,7,4,2
24,5,6,4,5
25,8,7,4,1
26,6,5,7,2
27,11,4,4,1
28,4,6,5,5
29,5,8,3,4
30,7,4,3,6
31,12,4,2,2
32,4,5,6,5
33,6,3,3,8
34,7,2,6,5
35,3,1,6,10
36,10,6,1,3
37,6,3,6,5
38,3,2,7,8
39,5,8,6,1
40,6,8,4,2
41,4,4,5,7
42,10,4,3,3
43,11,2,4,3
44,8,2,5,5
45,5,7,4,4
46,7,4,6,3
47,9,6,1,4
48,8,4,2,6
49,8,6,4,2
50,8,7,2,3
51,2,2,8,8
52,10,3,5,2
53,10,4,1,5
54,6,4,5,5
55,8,4,4,4
56,12,2,3,3
57,11,5,2,2
58,11,4,3,2
59,12,4,2,2
60,6,5,4,5
61,7,4,4,5
62,9,3,5,3
63,8,4,1,7
64,8,5,3,4
65,7,4,3,6
66,6,7,1,6
67,8,4,5,3
68,11,5,3,1
69,9,5,3,3
70,7,8,2,3
71,7,7,2,4
72,7,5,5,3
73,8,1,7,4
74,4,7,2,7
75,4,4,3,9
76,8,6,4,2
77,9,2,4,5
78,6,5,7,2
79,7,5,5,3
80,6,7,4,3
81,6,5,5,4
82,4,7,7,2
83,4,4,10,2
84,6,7,4,3
85,2,6,6,6
86,0,4,8,8
87,2,7,6,5
88,8,5,6,1
89,7,9,3,1
90,5,3,6,6
91,3,6,5,6
92,6,5,5,4
93,5,5,7,3
94,10,3,2,5
95,6,5,6,3
96,6,4,5,5
97,7,6,6,1
98,4,3,6,7
99,7,5,3,5
100,2,6,9,3
101,4,7,7,2
102,7,3,1,9
103,9,4,3,4
104,5,5,4,6
105,5,4,8,3
106,3,2,10,5
107,4,12,2,2
108,3,7,6,4
109,5,1,8,6
110,3,4,7,6
111,1,5,10,4
112,5,5,8,2
113,2,5,7,6
114,3,4,7,6
115,1,3,4,12
116,4,6,6,4
117,8,7,1,4
118,1,4,3,12
119,7,5,4,4
120,1,7,6,6
121,4,7,4,5
122,3,5,7,5
123,7,7,4,2
124,3,5,8,4
125,3,4,8,5
126,4,6,6,4
127,3,8,7,2
128,7,4,4,5
129,6,11,0,3
130,7,5,5,3
131,3,7,8,2
132,1,5,5,9
133,6,9,1,4
134,7,5,5,3
135,3,4,6,7
136,5,5,7,3
137,4,7,7,2
138,6,2,8,4
139,7,3,5,5
140,4,5,6,5
141,2,8,7,3
142,4,9,5,2
143,6,8,4,2
144,5,3,5,7
145,4,9,4,3
146,0,5,7,8
147,2,5,7,6
148,3,8,5,4
149,5,7,8,0
150,7,6,4,3
151,5,5,3,7
152,2,3,7,8
153,3,8,6,3
154,4,5,4,7
155,5,5,8,2
156,0,10,5,5
157,5,6,5,4
158,2,9,6,3
159,3,7,5,5
160,5,5,4,6
161,2,7,7,4
162,3,4,6,7
163,12,8,0,0
164,13,4,1,2
165,11,6,3,0
166,11,7,2,0
167,15,4,1,0
168,9,11,0,0
169,15,4,1,0
170,9,7,3,1
171,16,2,2,0
172,14,5,1,0
173,14,5,0,1
174,11,8,1,0
175,9,7,2,2
176,13,6,1,0
177,18,1,0,1
178,17,3,0,0
179,10,7,3,0
180,16,2,2,0
181,11,7,1,1
182,10,9,1,0
183,12,6,1,1
184,16,4,0,0
185,11,8,0,1
186,14,4,2,0
187,14,4,2,0
188,15,4,1,0
189,13,6,1,0
190,13,4,2,1
191,13,5,2,0
192,13,6,1,0
193,15,3,0,2
194,17,2,1,0
195,18,2,0,0
196,12,7,0,1
197,10,7,2,1
198,10,8,1,1
199,9,8,0,3
200,7,10,2,1
201,17,0,1,2
202,12,5,1,2
203,10,7,3,0
204,12,4,2,2
205,11,8,1,0
206,17,1,1,1
207,15,4,1,0
208,15,3,2,0
209,13,6,0,1
210,15,5,0,0
211,9,7,3,1
212,11,8,1,0
213,14,6,0,0
214,13,4,2,1
215,15,5,0,0
216,15,5,0,0
217,10,9,1,0
218,11,8,1,0
219,9,10,1,0
220,17,1,2,0
221,15,4,1,0
222,19,1,0,0
223,15,4,0,1
224,14,4,2,0
225,18,1,0,1
226,13,5,2,0
227,13,5,1,1
228,10,8,1,1
229,12,7,0,1
230,19,1,0,0
231,14,4,2,0
232,12,7,0,1
233,11,8,1,0
234,17,3,0,0
235,10,7,3,0
236,13,2,1,4
237,12,6,1,1
238,13,3,4,0
239,16,3,0,1
240,8,10,1,1
241,9,9,1,1
242,14,6,0,0
243,17,3,0,0
244,12,6,2,0
245,13,4,2,1
246,15,5,0,0
247,16,4,0,0
248,16,2,1,1
249,16,2,1,1
